_c0,Create At,Title,Company,Location,Salary Snippet,Salary Range,Salary Period,Salary From,Salary To,Salary Fixed
26,2022-03-20 19:09:51.955819,Sit Down Forklift Operator/Driver - Start Immediately!,Certified Source,"",$13 - $17 an hour,range,hourly,13,17,""
0,2022-03-20 19:09:44.313378,Halal Slaughter Person,"HVFG, LLC,","",$15 - $20 an hour,range,hourly,15,20,""
1,2022-03-20 19:09:44.313575,Livestock Manager,"Hancock Shaker Village, Inc","","$35,000 - $40,000 a year",range,yearly,35000,40000,""
2,2022-03-20 19:09:44.313707,Consumer Safety Inspector,USDA Food Safety and Inspection Service,"","$43,683 - $69,462 a year",range,yearly,43683,69462,""
3,2022-03-20 19:09:44.314014,General Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
4,2022-03-20 19:09:44.314230,Host,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
5,2022-03-20 19:09:44.314402,To Go Specialist,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
6,2022-03-20 19:09:44.314639,Crew Member,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
7,2022-03-20 19:09:44.314826,Shift Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
8,2022-03-20 19:09:44.315106,Team Member,"Burger King | Shonaz Foods, Inc.","","","","","","",""
9,2022-03-20 19:09:44.315366,Line Cook,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
10,2022-03-20 19:09:44.315552,Crew Member,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
11,2022-03-20 19:09:44.315791,Bartender,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
12,2022-03-20 19:09:44.316104,Server,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
13,2022-03-20 19:09:44.316265,Shift Supervisor,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
14,2022-03-20 19:09:44.316551,Executive Assistant to CEO/COO,New Age Meats,"Berkeley, CA","","","","","",""
15,2022-03-20 19:09:44.316753,Research Associate - Biomaterials Engineering,New Age Meats,"Berkeley, CA","","","","","",""
16,2022-03-20 19:09:44.316988,Crew Member,"Wendy's | Haza Foods, LLC","","","","","","",""
17,2022-03-20 19:09:44.317151,Lead Supply Planner,Memphis Meats,"Berkeley, CA","","","","","",""
18,2022-03-20 19:09:44.317406,General Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
19,2022-03-20 19:09:44.317737,Team Member: Food Champion,Taco Bell | Tacala Companies,"","","","","","",""
20,2022-03-20 19:09:44.317907,Team Member: Service Champion,Taco Bell | Tacala Companies,"","","","","","",""
21,2022-03-20 19:09:44.318221,Shift Supervisor,"Wendy's | Haza Foods, LLC","","","","","","",""
22,2022-03-20 19:09:44.318442,Restaurant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
23,2022-03-20 19:09:44.318737,Maintenance Technician,"Wendy's | Haza Foods, LLC","","","","","","",""
24,2022-03-20 19:09:44.319090,Assistant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
25,2022-03-20 19:09:44.319290,Assistant Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
26,2022-03-20 19:09:44.319570,Shift Lead,Taco Bell | Tacala Companies,"","","","","","",""
27,2022-03-20 19:09:44.319828,QUALITY ASSURANCE SUPERINTENDENT,Pilgrim's,"","","","","","",""
28,2022-03-20 19:09:44.320041,"Research Associate, Upstream Development",UPSIDE Foods,"Berkeley, CA","","","","","",""
29,2022-03-20 19:09:44.320257,Maintenance Parts Clerk - 2nd and 3rd Shift,"FPL FOOD, LLC","",$14 - $17 an hour,range,hourly,14,17,""
30,2022-03-20 19:09:44.320554,"Beef Production Jobs in MINNESOTA, INTERVIEWS in San Juan, P...",American Foods Group,"Toa Baja Municipio, PR",$16.25 - $23.25 an hour,range,hourly,16.25,23.25,""
31,2022-03-20 19:09:44.320866,Quality Assurance Specialist II/III,"Wild Rose Foods, LLC","","","","","","",""
0,2022-03-20 19:09:44.605754,Halal Slaughter Person,"HVFG, LLC,","",$15 - $20 an hour,range,hourly,15,20,""
1,2022-03-20 19:09:44.606146,Livestock Manager,"Hancock Shaker Village, Inc","","$35,000 - $40,000 a year",range,yearly,35000,40000,""
2,2022-03-20 19:09:44.606610,Consumer Safety Inspector,USDA Food Safety and Inspection Service,"","$43,683 - $69,462 a year",range,yearly,43683,69462,""
3,2022-03-20 19:09:44.607158,General Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
4,2022-03-20 19:09:44.607679,Host,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
5,2022-03-20 19:09:44.608179,To Go Specialist,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
6,2022-03-20 19:09:44.608662,Crew Member,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
7,2022-03-20 19:09:44.609178,Team Member,"Burger King | Shonaz Foods, Inc.","","","","","","",""
8,2022-03-20 19:09:44.609705,Shift Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
9,2022-03-20 19:09:44.610171,Crew Member,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
10,2022-03-20 19:09:44.610442,Line Cook,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
11,2022-03-20 19:09:44.610708,Bartender,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
12,2022-03-20 19:09:44.610953,Server,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
13,2022-03-20 19:09:44.611364,Shift Supervisor,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
14,2022-03-20 19:09:44.611712,Executive Assistant to CEO/COO,New Age Meats,"Berkeley, CA","","","","","",""
15,2022-03-20 19:09:44.612008,Crew Member,"Wendy's | Haza Foods, LLC","","","","","","",""
16,2022-03-20 19:09:44.612299,General Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
17,2022-03-20 19:09:44.612643,Lead Supply Planner,Memphis Meats,"Berkeley, CA","","","","","",""
18,2022-03-20 19:09:44.613063,Research Associate - Biomaterials Engineering,New Age Meats,"Berkeley, CA","","","","","",""
19,2022-03-20 19:09:44.613637,Team Member: Food Champion,Taco Bell | Tacala Companies,"","","","","","",""
20,2022-03-20 19:09:44.614238,Team Member: Service Champion,Taco Bell | Tacala Companies,"","","","","","",""
21,2022-03-20 19:09:44.614820,Shift Supervisor,"Wendy's | Haza Foods, LLC","","","","","","",""
22,2022-03-20 19:09:44.615402,Restaurant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
23,2022-03-20 19:09:44.615977,Maintenance Technician,"Wendy's | Haza Foods, LLC","","","","","","",""
24,2022-03-20 19:09:44.616545,Assistant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
25,2022-03-20 19:09:44.617176,Assistant Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
26,2022-03-20 19:09:44.617779,Shift Lead,Taco Bell | Tacala Companies,"","","","","","",""
27,2022-03-20 19:09:44.618383,QUALITY ASSURANCE SUPERINTENDENT,Pilgrim's,"","","","","","",""
28,2022-03-20 19:09:44.618882,"Research Associate, Upstream Development",UPSIDE Foods,"Berkeley, CA","","","","","",""
29,2022-03-20 19:09:44.619354,Maintenance Parts Clerk - 2nd and 3rd Shift,"FPL FOOD, LLC","",$14 - $17 an hour,range,hourly,14,17,""
30,2022-03-20 19:09:44.619805,"Beef Production Jobs in MINNESOTA, INTERVIEWS in San Juan, P...",American Foods Group,"Toa Baja Municipio, PR",$16.25 - $23.25 an hour,range,hourly,16.25,23.25,""
31,2022-03-20 19:09:44.620265,Quality Assurance Specialist II/III,"Wild Rose Foods, LLC","","","","","","",""
0,2022-03-20 19:09:45.955588,Membership Sales Representative,Walmart,"Middletown, NY","From $37,000 a year",from,yearly,37000,"",""
1,2022-03-20 19:09:45.956065,Outside Sales Representative,Florida Window and Door,"","$70,000 - $120,000 a year",range,yearly,70000,120000,""
2,2022-03-20 19:09:45.956569,Counter Sales,TruckPro,"","","","","","",""
3,2022-03-20 19:09:45.957050,Residential HVAC Sales Professional- Sign-On,American Residential Services,"","$90,000 - $200,000 a year",range,yearly,90000,200000,""
4,2022-03-20 19:09:45.957478,Sales Specialist,Sourced.,"","","","","","",""
5,2022-03-20 19:09:45.957865,Outside Sales Representative,J Wale Enterprises,"","$60,000 - $120,000 a year",range,yearly,60000,120000,""
6,2022-03-20 19:09:45.958322,In-Home Sales Associate,S & G Carpet and More,"San Jose, CA","$70,000 - $95,000 a year",range,yearly,70000,95000,""
7,2022-03-20 19:09:45.958760,Arborist Sales Representative,Maltby & Company,Massachusetts,"","","","","",""
8,2022-03-20 19:09:45.959127,Regional Sales Manager,Local Manufacturer,United States,"$115,000 - $125,000 a year",range,yearly,115000,125000,""
9,2022-03-20 19:09:45.959534,Inside Sales Representative,Rx Reverse Distributors,Remote,From $15 an hour,from,hourly,15,"",""
10,2022-03-20 19:09:45.959979,Sales Consultant,Solgen Power,"Oro Valley, AZ","$50,000 - $75,000 a year",range,yearly,50000,75000,""
11,2022-03-20 19:09:45.960338,B2B Outside Sales selling commercial roofing services,Vanguard Organization Inc.,"Ulster County, NY","From $45,000 a year",from,yearly,45000,"",""
12,2022-03-20 19:09:45.960737,Entry Level Sales,RedHawk Roofing,"Sandy Springs, GA","$40,000 - $80,000 a year",range,yearly,40000,80000,""
13,2022-03-20 19:09:45.961211,Sales Director,Legend at Jefferson's Garden,"","","","","","",""
14,2022-03-20 19:09:45.961691,Assistant Account Manager,Nelnet,"","","","","","",""
15,2022-03-20 19:09:45.962064,Lead Appointment Generator,All About Family Home Services,"Prescott, AZ","$40,000 - $70,000 a year",range,yearly,40000,70000,""
16,2022-03-20 19:09:45.962547,General Sales Manager Hiring Event,CarShop,"Tempe, AZ","","","","","",""
17,2022-03-20 19:09:45.962917,Sales and Distribution Manager,Sound Shore/Good Shepherd Distillery,"Yonkers, NY",$12 - $25 an hour,range,hourly,12,25,""
18,2022-03-20 19:09:45.963298,"Business Development Sales Representative (Cumming, GA)",State Farm,"Chestatee, GA","$40,000 - $70,000 a year",range,yearly,40000,70000,""
19,2022-03-20 19:09:45.963682,Automotive Parts Counter Sales,Cowboy Toyota,"","$36,000 - $50,000 a year",range,yearly,36000,50000,""
20,2022-03-20 19:09:45.963894,Sales Representative,Jim Rosales State Farm,"","Up to $60,000 a year",upto,yearly,"",60000,""
21,2022-03-20 19:09:45.964159,Lash Consultant/ Front Desk/ Sales,"Amazing Lash Studio - Murfreesboro, TN","","","","","","",""
22,2022-03-20 19:09:45.964376,Licensed Insurance Sales Agent,Vertex Insurance Group,"","$70,000 - $95,000 a year",range,yearly,70000,95000,""
23,2022-03-20 19:09:45.964667,"Account Sales Representative (Coral Springs, FL)",Farmers Insurance Group,"Boulevard Gardens, FL","$50,000 - $85,000 a year",range,yearly,50000,85000,""
24,2022-03-20 19:09:45.965025,Sales Support Specialist,HireGenics,"Topeka, KS",$16 - $18 an hour,range,hourly,16,18,""
0,2022-03-20 19:09:42.136103,Halal Slaughter Person,"HVFG, LLC,","",$15 - $20 an hour,range,hourly,15,20,""
1,2022-03-20 19:09:42.136513,Livestock Manager,"Hancock Shaker Village, Inc","","$35,000 - $40,000 a year",range,yearly,35000,40000,""
2,2022-03-20 19:09:42.137049,Food Inspector (FI),USDA Food Safety and Inspection Service,"","$35,265 - $56,790 a year",range,yearly,35265,56790,""
3,2022-03-20 19:09:42.137581,Host,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
4,2022-03-20 19:09:42.138106,Crew Member,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
5,2022-03-20 19:09:42.138625,Team Member,"Burger King | Shonaz Foods, Inc.","","","","","","",""
6,2022-03-20 19:09:42.139142,Shift Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
7,2022-03-20 19:09:42.139656,To Go Specialist,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
8,2022-03-20 19:09:42.140184,General Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
9,2022-03-20 19:09:42.140805,Crew Member,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
10,2022-03-20 19:09:42.141353,Line Cook,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
11,2022-03-20 19:09:42.141883,Bartender,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
12,2022-03-20 19:09:42.142400,Server,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
13,2022-03-20 19:09:42.142994,Shift Supervisor,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
14,2022-03-20 19:09:42.143593,Crew Member,"Wendy's | Haza Foods, LLC","","","","","","",""
15,2022-03-20 19:09:42.144087,Lead Supply Planner,Memphis Meats,"Berkeley, CA","","","","","",""
16,2022-03-20 19:09:42.144684,General Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
17,2022-03-20 19:09:42.145336,Team Member: Food Champion,Taco Bell | Tacala Companies,"","","","","","",""
18,2022-03-20 19:09:42.145949,Shift Supervisor,"Wendy's | Haza Foods, LLC","","","","","","",""
19,2022-03-20 19:09:42.146580,Team Member: Service Champion,Taco Bell | Tacala Companies,"","","","","","",""
20,2022-03-20 19:09:42.147188,Maintenance Technician,"Wendy's | Haza Foods, LLC","","","","","","",""
21,2022-03-20 19:09:42.147798,Restaurant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
22,2022-03-20 19:09:42.148387,Assistant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
23,2022-03-20 19:09:42.149054,Assistant Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
24,2022-03-20 19:09:42.149671,Shift Lead,Taco Bell | Tacala Companies,"","","","","","",""
25,2022-03-20 19:09:42.150194,"Research Associate, Upstream Development",UPSIDE Foods,"Berkeley, CA","","","","","",""
26,2022-03-20 19:09:42.150710,Executive Assistant to CEO/COO,New Age Meats,"Berkeley, CA","","","","","",""
27,2022-03-20 19:09:42.151206,Research Associate - Biomaterials Engineering,New Age Meats,"Berkeley, CA","","","","","",""
28,2022-03-20 19:09:42.151690,Maintenance Parts Clerk - 2nd and 3rd Shift,"FPL FOOD, LLC","",$14 - $17 an hour,range,hourly,14,17,""
29,2022-03-20 19:09:42.152269,QUALITY ASSURANCE SUPERINTENDENT,Pilgrim's,"","","","","","",""
30,2022-03-20 19:09:42.152845,Quality Assurance Specialist II/III,"Wild Rose Foods, LLC","","","","","","",""
31,2022-03-20 19:09:42.153320,"Beef Production Jobs in MINNESOTA, INTERVIEWS in San Juan, P...",American Foods Group,"Vega Alta Municipio, PR",$16.25 - $23.25 an hour,range,hourly,16.25,23.25,""
0,2022-03-20 19:09:43.494497,Consumer Safety Inspector,USDA Food Safety and Inspection Service,"","$48,445 - $77,034 a year",range,yearly,48445,77034,""
1,2022-03-20 19:09:43.494929,Halal Slaughter Person,"HVFG, LLC,","",$15 - $20 an hour,range,hourly,15,20,""
2,2022-03-20 19:09:43.495371,Livestock Manager,"Hancock Shaker Village, Inc","","$35,000 - $40,000 a year",range,yearly,35000,40000,""
3,2022-03-20 19:09:43.495928,General Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
4,2022-03-20 19:09:43.496492,Host,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
5,2022-03-20 19:09:43.497080,Crew Member,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
6,2022-03-20 19:09:43.497649,Bartender,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
7,2022-03-20 19:09:43.498204,Shift Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
8,2022-03-20 19:09:43.498747,Team Member,"Burger King | Shonaz Foods, Inc.","","","","","","",""
9,2022-03-20 19:09:43.499310,Line Cook,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
10,2022-03-20 19:09:43.499860,Server,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
11,2022-03-20 19:09:43.500487,Crew Member,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
12,2022-03-20 19:09:43.501066,To Go Specialist,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
13,2022-03-20 19:09:43.501699,Shift Supervisor,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
14,2022-03-20 19:09:43.502205,Lead Supply Planner,Memphis Meats,"Berkeley, CA","","","","","",""
15,2022-03-20 19:09:43.502830,Restaurant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
16,2022-03-20 19:09:43.503461,General Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
17,2022-03-20 19:09:43.504099,Team Member: Food Champion,Taco Bell | Tacala Companies,"","","","","","",""
18,2022-03-20 19:09:43.504758,Team Member: Service Champion,Taco Bell | Tacala Companies,"","","","","","",""
19,2022-03-20 19:09:43.505389,Crew Member,"Wendy's | Haza Foods, LLC","","","","","","",""
20,2022-03-20 19:09:43.506028,Assistant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
21,2022-03-20 19:09:43.506658,Shift Supervisor,"Wendy's | Haza Foods, LLC","","","","","","",""
22,2022-03-20 19:09:43.507283,Maintenance Technician,"Wendy's | Haza Foods, LLC","","","","","","",""
23,2022-03-20 19:09:43.507912,Assistant Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
24,2022-03-20 19:09:43.508542,Shift Lead,Taco Bell | Tacala Companies,"","","","","","",""
25,2022-03-20 19:09:43.509089,Maintenance Parts Clerk - 2nd and 3rd Shift,"FPL FOOD, LLC","",$14 - $17 an hour,range,hourly,14,17,""
26,2022-03-20 19:09:43.509601,Executive Assistant to CEO/COO,New Age Meats,"Berkeley, CA","","","","","",""
27,2022-03-20 19:09:43.510155,"Research Associate, Upstream Development",UPSIDE Foods,"Berkeley, CA","","","","","",""
28,2022-03-20 19:09:43.510684,Research Associate - Biomaterials Engineering,New Age Meats,"Berkeley, CA","","","","","",""
29,2022-03-20 19:09:43.511302,QUALITY ASSURANCE SUPERINTENDENT,Pilgrim's,"","","","","","",""
30,2022-03-20 19:09:43.511869,Quality Assurance Specialist II/III,"Wild Rose Foods, LLC","","","","","","",""
31,2022-03-20 19:09:43.512343,"Beef Production Jobs in MINNESOTA, INTERVIEWS in San Juan, P...",American Foods Group,"San Juan, PR",$16.25 - $23.25 an hour,range,hourly,16.25,23.25,""
0,2022-03-20 19:09:56.114113,Consumer Safety Inspector,USDA Food Safety and Inspection Service,"","$48,445 - $77,034 a year",range,yearly,48445,77034,""
1,2022-03-20 19:09:56.114534,Halal Slaughter Person,"HVFG, LLC,","",$15 - $20 an hour,range,hourly,15,20,""
2,2022-03-20 19:09:56.114946,Livestock Manager,"Hancock Shaker Village, Inc","","$35,000 - $40,000 a year",range,yearly,35000,40000,""
3,2022-03-20 19:09:56.115496,General Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
4,2022-03-20 19:09:56.116042,Host,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
5,2022-03-20 19:09:56.116591,Crew Member,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
6,2022-03-20 19:09:56.117182,Bartender,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
7,2022-03-20 19:09:56.117735,Shift Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
8,2022-03-20 19:09:56.118285,Team Member,"Burger King | Shonaz Foods, Inc.","","","","","","",""
9,2022-03-20 19:09:56.118838,Line Cook,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
10,2022-03-20 19:09:56.119378,Server,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
11,2022-03-20 19:09:56.120004,Crew Member,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
12,2022-03-20 19:09:56.120552,To Go Specialist,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
13,2022-03-20 19:09:56.121245,Shift Supervisor,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
14,2022-03-20 19:09:56.121750,Executive Assistant to CEO/COO,New Age Meats,"Berkeley, CA","","","","","",""
15,2022-03-20 19:09:56.122258,Lead Supply Planner,Memphis Meats,"Berkeley, CA","","","","","",""
16,2022-03-20 19:09:56.122762,Research Associate - Biomaterials Engineering,New Age Meats,"Berkeley, CA","","","","","",""
17,2022-03-20 19:09:56.123378,Restaurant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
18,2022-03-20 19:09:56.123998,General Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
19,2022-03-20 19:09:56.124625,Team Member: Food Champion,Taco Bell | Tacala Companies,"","","","","","",""
20,2022-03-20 19:09:56.125294,Team Member: Service Champion,Taco Bell | Tacala Companies,"","","","","","",""
21,2022-03-20 19:09:56.125934,Crew Member,"Wendy's | Haza Foods, LLC","","","","","","",""
22,2022-03-20 19:09:56.126519,Assistant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
23,2022-03-20 19:09:56.127158,Shift Supervisor,"Wendy's | Haza Foods, LLC","","","","","","",""
24,2022-03-20 19:09:56.127777,Maintenance Technician,"Wendy's | Haza Foods, LLC","","","","","","",""
25,2022-03-20 19:09:56.128412,Assistant Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
26,2022-03-20 19:09:56.129080,Shift Lead,Taco Bell | Tacala Companies,"","","","","","",""
27,2022-03-20 19:09:56.129680,QUALITY ASSURANCE SUPERINTENDENT,Pilgrim's,"","","","","","",""
28,2022-03-20 19:09:56.130186,Maintenance Parts Clerk - 2nd and 3rd Shift,"FPL FOOD, LLC","",$14 - $17 an hour,range,hourly,14,17,""
29,2022-03-20 19:09:56.130728,"Research Associate, Upstream Development",UPSIDE Foods,"Berkeley, CA","","","","","",""
30,2022-03-20 19:09:56.131198,"Beef Production Jobs in MINNESOTA, INTERVIEWS in San Juan, P...",American Foods Group,"Guaynabo, PR",$16.25 - $23.25 an hour,range,hourly,16.25,23.25,""
31,2022-03-20 19:09:56.131692,Quality Assurance Specialist II/III,"Wild Rose Foods, LLC","","","","","","",""
0,2022-03-20 19:09:49.345106,Consumer Safety Inspector,USDA Food Safety and Inspection Service,"","$48,445 - $77,034 a year",range,yearly,48445,77034,""
1,2022-03-20 19:09:49.345528,Halal Slaughter Person,"HVFG, LLC,","",$15 - $20 an hour,range,hourly,15,20,""
2,2022-03-20 19:09:49.345938,Livestock Manager,"Hancock Shaker Village, Inc","","$35,000 - $40,000 a year",range,yearly,35000,40000,""
3,2022-03-20 19:09:49.346497,General Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
4,2022-03-20 19:09:49.347053,Host,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
5,2022-03-20 19:09:49.347616,Crew Member,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
6,2022-03-20 19:09:49.348157,Bartender,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
7,2022-03-20 19:09:49.348728,Shift Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
8,2022-03-20 19:09:49.349277,Team Member,"Burger King | Shonaz Foods, Inc.","","","","","","",""
9,2022-03-20 19:09:49.349818,Line Cook,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
10,2022-03-20 19:09:49.350354,Server,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
11,2022-03-20 19:09:49.350972,Crew Member,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
12,2022-03-20 19:09:49.351504,To Go Specialist,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
13,2022-03-20 19:09:49.352120,Shift Supervisor,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
14,2022-03-20 19:09:49.352624,Executive Assistant to CEO/COO,New Age Meats,"Berkeley, CA","","","","","",""
15,2022-03-20 19:09:49.353184,Lead Supply Planner,Memphis Meats,"Berkeley, CA","","","","","",""
16,2022-03-20 19:09:49.353696,Research Associate - Biomaterials Engineering,New Age Meats,"Berkeley, CA","","","","","",""
17,2022-03-20 19:09:49.354322,Restaurant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
18,2022-03-20 19:09:49.354936,General Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
19,2022-03-20 19:09:49.355557,Team Member: Food Champion,Taco Bell | Tacala Companies,"","","","","","",""
20,2022-03-20 19:09:49.356186,Team Member: Service Champion,Taco Bell | Tacala Companies,"","","","","","",""
21,2022-03-20 19:09:49.356841,Crew Member,"Wendy's | Haza Foods, LLC","","","","","","",""
22,2022-03-20 19:09:49.357493,Assistant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
23,2022-03-20 19:09:49.358130,Shift Supervisor,"Wendy's | Haza Foods, LLC","","","","","","",""
24,2022-03-20 19:09:49.358764,Maintenance Technician,"Wendy's | Haza Foods, LLC","","","","","","",""
25,2022-03-20 19:09:49.359385,Assistant Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
26,2022-03-20 19:09:49.360012,Shift Lead,Taco Bell | Tacala Companies,"","","","","","",""
27,2022-03-20 19:09:49.360611,QUALITY ASSURANCE SUPERINTENDENT,Pilgrim's,"","","","","","",""
28,2022-03-20 19:09:49.361145,Maintenance Parts Clerk - 2nd and 3rd Shift,"FPL FOOD, LLC","",$14 - $17 an hour,range,hourly,14,17,""
29,2022-03-20 19:09:49.361686,"Research Associate, Upstream Development",UPSIDE Foods,"Berkeley, CA","","","","","",""
30,2022-03-20 19:09:49.362155,"Beef Production Jobs in MINNESOTA, INTERVIEWS in San Juan, P...",American Foods Group,"San Juan, PR",$16.25 - $23.25 an hour,range,hourly,16.25,23.25,""
31,2022-03-20 19:09:49.362725,Quality Assurance Specialist II/III,"Wild Rose Foods, LLC","","","","","","",""
0,2022-03-20 19:09:42.781691,Halal Slaughter Person,"HVFG, LLC,","",$15 - $20 an hour,range,hourly,15,20,""
1,2022-03-20 19:09:42.782100,Livestock Manager,"Hancock Shaker Village, Inc","","$35,000 - $40,000 a year",range,yearly,35000,40000,""
2,2022-03-20 19:09:42.782578,Consumer Safety Inspector,USDA Food Safety and Inspection Service,"","$43,683 - $69,462 a year",range,yearly,43683,69462,""
3,2022-03-20 19:09:42.783024,Host,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
4,2022-03-20 19:09:42.783341,General Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
5,2022-03-20 19:09:42.783633,Crew Member,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
6,2022-03-20 19:09:42.784022,To Go Specialist,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
7,2022-03-20 19:09:42.784382,Team Member,"Burger King | Shonaz Foods, Inc.","","","","","","",""
8,2022-03-20 19:09:42.784646,Shift Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
9,2022-03-20 19:09:42.785221,Crew Member,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
10,2022-03-20 19:09:42.785741,Bartender,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
11,2022-03-20 19:09:42.786253,Line Cook,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
12,2022-03-20 19:09:42.786754,Server,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
13,2022-03-20 19:09:42.787332,Shift Supervisor,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
14,2022-03-20 19:09:42.787921,Crew Member,"Wendy's | Haza Foods, LLC","","","","","","",""
15,2022-03-20 19:09:42.788405,Lead Supply Planner,Memphis Meats,"Berkeley, CA","","","","","",""
16,2022-03-20 19:09:42.789061,General Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
17,2022-03-20 19:09:42.789658,Team Member: Food Champion,Taco Bell | Tacala Companies,"","","","","","",""
18,2022-03-20 19:09:42.790249,Team Member: Service Champion,Taco Bell | Tacala Companies,"","","","","","",""
